Operación;Total Nacional;Comunidades y Ciudades Autónomas;Periodo;Total
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2017M01;1,99
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2016M12;1,88
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2016M11;1,79
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2016M10;1,84
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2016M09;1,84
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2016M08;2,11
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2016M07;2
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2016M06;1,82
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2016M05;1,82
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2016M04;1,75
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2016M03;2,09
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2016M02;2,03
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2016M01;2,04
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2015M12;1,86
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2015M11;1,84
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2015M10;1,87
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2015M09;1,85
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2015M08;2,09
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2015M07;1,94
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2015M06;1,78
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2015M05;1,78
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2015M04;1,86
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2015M03;1,99
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2015M02;1,96
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2015M01;2,01
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2014M12;1,85
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2014M11;1,76
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2014M10;1,81
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2014M09;1,83
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2014M08;2,09
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2014M07;1,95
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2014M06;1,79
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2014M05;1,84
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2014M04;1,9
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2014M03;1,96
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2014M02;1,91
Encuesta de Ocupación Hotelera;Total Nacional;02 Aragón;2014M01;2,07
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2025M02;1,78
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2025M01;1,85
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2024M12;1,91
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2024M11;1,95
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2024M10;1,92
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2024M09;2,07
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2024M08;2,36
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2024M07;2,18
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2024M06;1,98
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2024M05;1,79
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2024M04;1,85
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2024M03;1,96
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2024M02;1,83
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2024M01;1,91
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2023M12;1,97
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2023M11;1,91
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2023M10;1,98
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2023M09;2
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2023M08;2,45
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2023M07;2,25
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2023M06;1,98
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2023M05;1,83
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2023M04;2,01
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2023M03;1,92
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2023M02;1,86
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2023M01;1,91
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2022M12;1,99
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2022M11;1,96
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2022M10;2,05
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2022M09;2,13
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2022M08;2,45
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2022M07;2,28
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2022M06;2,08
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2022M05;1,97
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2022M04;2,06
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2022M03;1,9
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2022M02;1,85
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2022M01;1,87
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2021M12;1,99
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2021M11;1,94
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2021M10;2,02
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2021M09;2,15
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2021M08;2,58
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2021M07;2,31
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2021M06;1,96
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2021M05;1,85
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2021M04;2,01
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2021M03;2,04
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2021M02;2,13
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2021M01;2,09
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2020M12;1,96
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2020M11;2,17
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2020M10;1,92
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2020M09;2,13
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2020M08;2,53
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2020M07;2,29
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2020M06;1,8
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2020M05;2,7
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2020M04;0
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2020M03;1,92
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2020M02;1,83
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2020M01;1,87
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2019M12;1,91
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2019M11;1,97
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2019M10;2,04
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2019M09;2,12
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2019M08;2,5
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2019M07;2,29
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2019M06;2,01
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2019M05;1,97
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2019M04;2
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2019M03;1,79
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2019M02;1,78
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2019M01;1,84
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2018M12;1,89
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2018M11;1,84
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2018M10;1,95
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2018M09;2,04
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2018M08;2,45
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2018M07;2,21
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2018M06;1,93
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2018M05;1,9
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2018M04;1,84
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2018M03;1,94
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2018M02;1,73
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2018M01;1,79
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2017M12;1,84
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2017M11;1,81
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2017M10;1,9
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2017M09;2,05
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2017M08;2,45
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2017M07;2,24
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2017M06;1,99
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2017M05;1,81
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2017M04;1,96
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2017M03;1,77
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2017M02;1,74
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2017M01;1,82
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2016M12;1,88
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2016M11;1,84
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2016M10;2,02
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2016M09;2,03
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2016M08;2,47
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2016M07;2,16
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2016M06;1,91
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2016M05;1,77
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2016M04;1,79
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2016M03;1,98
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2016M02;1,74
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2016M01;1,82
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2015M12;1,79
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2015M11;1,77
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2015M10;1,89
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2015M09;2,02
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2015M08;2,41
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2015M07;2,17
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2015M06;1,81
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2015M05;1,77
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2015M04;1,88
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2015M03;1,85
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2015M02;1,8
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2015M01;1,8
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2014M12;1,8
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2014M11;1,92
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2014M10;1,91
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2014M09;2
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2014M08;2,36
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2014M07;2,09
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2014M06;1,83
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2014M05;1,86
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2014M04;1,83
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2014M03;1,73
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2014M02;1,66
Encuesta de Ocupación Hotelera;Total Nacional;03 Asturias, Principado de;2014M01;1,85
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2025M02;3,72
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2025M01;3,52
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2024M12;2,97
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2024M11;3,36
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2024M10;5,17
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2024M09;5,36
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2024M08;5,52
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2024M07;5,37
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2024M06;4,98
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2024M05;4,7
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2024M04;4,43
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2024M03;4,51
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2024M02;3,93
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2024M01;3,28
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2023M12;3,07
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2023M11;3,66
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2023M10;5,37
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2023M09;5,36
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2023M08;5,59
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2023M07;5,38
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2023M06;4,96
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2023M05;4,86
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2023M04;4,37
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2023M03;4,1
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2023M02;3,74
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2023M01;3,13
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2022M12;3,08
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2022M11;3,58
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2022M10;5,23
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2022M09;5,36
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2022M08;5,52
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2022M07;5,45
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2022M06;5,14
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2022M05;4,63
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2022M04;4,49
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2022M03;4,04
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2022M02;3,35
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2022M01;3,02
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2021M12;2,9
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2021M11;3,61
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2021M10;5,2
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2021M09;5,3
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2021M08;5,51
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2021M07;5,39
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2021M06;4,33
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2021M05;4,13
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2021M04;3,72
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2021M03;2,97
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2021M02;2,17
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2021M01;2,43
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2020M12;2,32
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2020M11;2,14
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2020M10;2,61
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2020M09;3,6
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2020M08;4,65
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2020M07;4,73
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2020M06;2,9
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2020M05;2,79
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2020M04;0
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2020M03;4,43
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2020M02;3,73
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2020M01;3,42
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2019M12;3,31
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2019M11;3,33
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2019M10;5,74
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2019M09;5,73
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2019M08;5,96
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2019M07;5,84
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2019M06;5,57
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2019M05;5,05
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2019M04;4,65
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2019M03;4,45
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2019M02;3,88
Encuesta de Ocupación Hotelera;Total Nacional;04 Balears, Illes;2019M01;3,09
